source,target,relation,weight
header,readability,co_occurs_with,3
header,review,co_occurs_with,3
header,student,co_occurs_with,3
header,unieasy,co_occurs_with,3
icon,platform,co_occurs_with,3
icon,review,co_occurs_with,3
icon,student,co_occurs_with,3
icon,user,co_occurs_with,3
input_field,platform,co_occurs_with,3
input_field,rating,co_occurs_with,3
input_field,review,co_occurs_with,3
interactive_element,platform,co_occurs_with,3
interface,platform,co_occurs_with,3
interface,ui_design,co_occurs_with,3
interface,user,co_occurs_with,3
platform,review_submission,co_occurs_with,3
platform,tablet,co_occurs_with,3
platform,understanding,co_occurs_with,3
readability,smooth_transition,co_occurs_with,3
readability,user,co_occurs_with,3
student,understanding,co_occurs_with,3
student,validation,co_occurs_with,3
accessibility,action,co_occurs_with,3
accessibility,unieasy_platform,co_occurs_with,3
accommodation,descriptive_text,co_occurs_with,3
accommodation,guest,co_occurs_with,3
action,button,co_occurs_with,3
action,category_card,co_occurs_with,3
action,explore,co_occurs_with,3
action,link,co_occurs_with,3
action,unieasy_platform,co_occurs_with,3
button,descriptive_text,co_occurs_with,3
button,search_bar,co_occurs_with,3
button,top,co_occurs_with,3
dark_mode,light_mode,co_occurs_with,3
descriptive_text,home_page,co_occurs_with,3
descriptive_text,navigation_element,co_occurs_with,3
eating_place,service,co_occurs_with,3
explore,link,co_occurs_with,3
explore,service,co_occurs_with,3
form,platform,co_occurs_with,3
form,right_corner,co_occurs_with,3
form,theme_toggle,co_occurs_with,3
form,title,co_occurs_with,3
form,unieasy,co_occurs_with,3
guest,user,co_occurs_with,3
header,hero_section,co_occurs_with,3
header,home_page,co_occurs_with,3
header,service,co_occurs_with,3
hero_section,right_corner,co_occurs_with,3
home_page,screen,co_occurs_with,3
home_page,service,co_occurs_with,3
home_page,unieasy_platform,co_occurs_with,3
icon,title,co_occurs_with,3
icon,top,co_occurs_with,3
link,service,co_occurs_with,3
module,navigation_element,co_occurs_with,3
platform,screen,co_occurs_with,3
rating,service,co_occurs_with,3
right_corner,title,co_occurs_with,3
right_corner,unieasy,co_occurs_with,3
search_bar,unieasy_platform,co_occurs_with,3
service,unieasy_platform,co_occurs_with,3
theme_toggle,title,co_occurs_with,3
theme_toggle,top,co_occurs_with,3
account,platform,co_occurs_with,3
account,user,co_occurs_with,3
apartment,hostel,co_occurs_with,3
apartment,user,co_occurs_with,3
campus,hero_section,co_occurs_with,3
campus,input_field,co_occurs_with,3
campus,platform,co_occurs_with,3
campus,rating,co_occurs_with,3
campus,student,co_occurs_with,3
header,management,co_occurs_with,3
hero_section,hostel,co_occurs_with,3
hostel,platform,co_occurs_with,3
hostel,service,co_occurs_with,3
input_field,service,co_occurs_with,3
interactive_element,service,co_occurs_with,3
management,profile_button,co_occurs_with,3
management,service,co_occurs_with,3
button,context,co_occurs_with,3
button,privacy_policy,co_occurs_with,3
button,term,co_occurs_with,3
context,current_slide_position,co_occurs_with,3
context,descriptive_text,co_occurs_with,3
context,home,co_occurs_with,3
current_slide_position,user,co_occurs_with,3
descriptive_text,large_visual_section,co_occurs_with,3
descriptive_text,navigation_dot,co_occurs_with,3
footer,home,co_occurs_with,3
footer,privacy_policy,co_occurs_with,3
footer,service,co_occurs_with,3
footer,term,co_occurs_with,3
home,left,co_occurs_with,3
home,login,co_occurs_with,3
home,privacy_policy,co_occurs_with,3
home,quick_link,co_occurs_with,3
home,service,co_occurs_with,3
home,term,co_occurs_with,3
large_visual_section,user,co_occurs_with,3
left,top,co_occurs_with,3
navigation_dot,service,co_occurs_with,3
navigation_dot,user,co_occurs_with,3
navigation_element,quick_link,co_occurs_with,3
previous_page,user,co_occurs_with,3
privacy_policy,service,co_occurs_with,3
privacy_policy,term,co_occurs_with,3
privacy_policy,user,co_occurs_with,3
term,user,co_occurs_with,3
accommodation,campus,co_occurs_with,3
accommodation,hostel,co_occurs_with,3
campus,card,co_occurs_with,3
card,hostel,co_occurs_with,3
card,left,co_occurs_with,3
card,parking,co_occurs_with,3
card,service,co_occurs_with,3
card,wifi,co_occurs_with,3
input_field,left_corner,co_occurs_with,3
input_field,logo,co_occurs_with,3
left,logo,co_occurs_with,3
left,review,co_occurs_with,3
name,user,co_occurs_with,3
parking,review,co_occurs_with,3
parking,wifi,co_occurs_with,3
review,wifi,co_occurs_with,3
campus_specific_service,color_scheme,co_occurs_with,3
campus_specific_service,student,co_occurs_with,3
campus_specific_service,unieasy_platform,co_occurs_with,3
card,unieasy_platform,co_occurs_with,3
color_scheme,student,co_occurs_with,3
color_scheme,unieasy_platform,co_occurs_with,3
consistency,interface,co_occurs_with,3
depth,subtle_shadow,co_occurs_with,3
heading,platform,co_occurs_with,3
heading,user,co_occurs_with,3
student,unieasy_platform,co_occurs_with,3
consistency,service,co_occurs_with,3
context,page_title,co_occurs_with,3
page_title,user,co_occurs_with,3
tablet,unieasy_platform,co_occurs_with,3
action,student,co_occurs_with,3
form,left_corner,co_occurs_with,3
form,logo,co_occurs_with,3
interactive_element,unieasy_platform,co_occurs_with,3
profile_button,right,co_occurs_with,3
right,user,co_occurs_with,3
card,footer_section,co_occurs_with,3
card,label,co_occurs_with,3
contact_information,footer_section,co_occurs_with,3
heading,hostel,co_occurs_with,3
brief_description,header,co_occurs_with,3
brief_description,profile_button,co_occurs_with,3
header,left_corner,co_occurs_with,3
header_section,left_corner,co_occurs_with,3
header_section,user,co_occurs_with,3
left_corner,top_left,co_occurs_with,3
light_dark_mode,theme_toggle,co_occurs_with,3
light_dark_mode,top_left,co_occurs_with,3
logo,right_side,co_occurs_with,3
logo,top_left,co_occurs_with,3
top_left,user,co_occurs_with,3
bottom,left_side,co_occurs_with,3
bottom,main_content_area,co_occurs_with,3
bottom,merchant,co_occurs_with,3
left_side,main_content_area,co_occurs_with,3
left_side,quick_link,co_occurs_with,3
main_content_area,quick_link,co_occurs_with,3
main_content_area,right_side,co_occurs_with,3
main_content_area,user,co_occurs_with,3
quick_link,right_side,co_occurs_with,3
light_dark_mode,right_corner,co_occurs_with,3
logo,title,co_occurs_with,3
bottom,campus,co_occurs_with,3
header,home,co_occurs_with,3
header,right,co_occurs_with,3
home,right,co_occurs_with,3
home,title,co_occurs_with,3
right,title,co_occurs_with,3
right,top,co_occurs_with,3
campus,positioned,co_occurs_with,3
card,left_side,co_occurs_with,3
card,positioned,co_occurs_with,3
display,user,co_occurs_with,3
left,title,co_occurs_with,3
left_side,positioned,co_occurs_with,3
left_side,review,co_occurs_with,3
header,left,co_occurs_with,3
left,profile_button,co_occurs_with,3
footer_section,right_side,co_occurs_with,3
positioned,right_side,co_occurs_with,3
review,right_side,co_occurs_with,3
bottom,consistency,co_occurs_with,3
consistency,footer_section,co_occurs_with,3
role,user_role,co_occurs_with,3
dr_naived_george_eapen,nirupama_vincent,co_occurs_with,3
admin,operation,co_occurs_with,3
application,operation,co_occurs_with,3
database,superadmin,co_occurs_with,3
role,superadmin,co_occurs_with,3
createdat,default,co_occurs_with,3
createdat,default_genrandomuuid,co_occurs_with,3
createdat,fk_appusersid,co_occurs_with,3
createdat,null,co_occurs_with,3
createdat,primary_key,co_occurs_with,3
createdat,text_null,co_occurs_with,3
createdat,timestamptz,co_occurs_with,3
createdat,uuid,co_occurs_with,3
default,default_genrandomuuid,co_occurs_with,3
default,fk_appusersid,co_occurs_with,3
default,null,co_occurs_with,3
default,primary_key,co_occurs_with,3
default,text_null,co_occurs_with,3
default,timestamptz,co_occurs_with,3
default,uuid,co_occurs_with,3
default_genrandomuuid,fk_appusersid,co_occurs_with,3
default_genrandomuuid,null,co_occurs_with,3
default_genrandomuuid,primary_key,co_occurs_with,3
default_genrandomuuid,text_null,co_occurs_with,3
default_genrandomuuid,timestamptz,co_occurs_with,3
default_genrandomuuid,uuid,co_occurs_with,3
fk_appusersid,null,co_occurs_with,3
fk_appusersid,primary_key,co_occurs_with,3
fk_appusersid,text_null,co_occurs_with,3
fk_appusersid,timestamptz,co_occurs_with,3
fk_appusersid,uuid,co_occurs_with,3
null,primary_key,co_occurs_with,3
null,serviceid,co_occurs_with,3
null,text_null,co_occurs_with,3
null,timestamptz,co_occurs_with,3
null,uuid,co_occurs_with,3
primary_key,text_null,co_occurs_with,3
primary_key,timestamptz,co_occurs_with,3
primary_key,uuid,co_occurs_with,3
text_null,timestamptz,co_occurs_with,3
text_null,uuid,co_occurs_with,3
timestamptz,uuid,co_occurs_with,3
column,review,co_occurs_with,3
admin,authentication,co_occurs_with,2
admin,caller,co_occurs_with,2
admin,polling,co_occurs_with,2
admin,postgrest,co_occurs_with,2
admin,superadmin,co_occurs_with,2
admin,top,co_occurs_with,2
admin,websocket,co_occurs_with,2
application,database_level,co_occurs_with,2
application,foreign_key_constraint,co_occurs_with,2
application,platform,co_occurs_with,2
application,polling,co_occurs_with,2
application,postgrest,co_occurs_with,2
application,relationship,co_occurs_with,2
application,rls_policy,co_occurs_with,2
application,role_base_access,co_occurs_with,2
application,row_level_security,co_occurs_with,2
application,user_role,co_occurs_with,2
application,websocket,co_occurs_with,2
authentication,merchant,co_occurs_with,2
authentication,role_base_access,co_occurs_with,2
authentication,schema,co_occurs_with,2
authentication,supabase,co_occurs_with,2
authentication,superadmin,co_occurs_with,2
authentication,top,co_occurs_with,2
authentication,user_authentication,co_occurs_with,2
caller,clerk,co_occurs_with,2
caller,merchant,co_occurs_with,2
caller,platform,co_occurs_with,2
caller,request,co_occurs_with,2
caller,review,co_occurs_with,2
caller,rls_policy,co_occurs_with,2
caller,row_level_security,co_occurs_with,2
caller,schema,co_occurs_with,2
caller,service,co_occurs_with,2
caller,student,co_occurs_with,2
caller,supabase,co_occurs_with,2
caller,user,co_occurs_with,2
clerk,polling,co_occurs_with,2
clerk,postgrest,co_occurs_with,2
clerk,role_base_access,co_occurs_with,2
clerk,service,co_occurs_with,2
clerk,user_role,co_occurs_with,2
clerk,websocket,co_occurs_with,2
database_level,foreign_key_constraint,co_occurs_with,2
database_level,merchant,co_occurs_with,2
database_level,relationship,co_occurs_with,2
database_level,review,co_occurs_with,2
database_level,student,co_occurs_with,2
database_level,superadmin,co_occurs_with,2
database_level,user,co_occurs_with,2
foreign_key_constraint,relationship,co_occurs_with,2
foreign_key_constraint,schema,co_occurs_with,2
foreign_key_constraint,user,co_occurs_with,2
merchant,polling,co_occurs_with,2
merchant,postgresql,co_occurs_with,2
merchant,postgrest,co_occurs_with,2
merchant,top,co_occurs_with,2
merchant,websocket,co_occurs_with,2
platform,request,co_occurs_with,2
platform,rls_policy,co_occurs_with,2
platform,row_level_security,co_occurs_with,2
platform,schema,co_occurs_with,2
platform,supabase,co_occurs_with,2
platform,team,co_occurs_with,2
platform,top,co_occurs_with,2
polling,postgresql,co_occurs_with,2
polling,postgrest,co_occurs_with,2
polling,request,co_occurs_with,2
polling,review,co_occurs_with,2
polling,rls_policy,co_occurs_with,2
polling,row_level_security,co_occurs_with,2
polling,schema,co_occurs_with,2
polling,student,co_occurs_with,2
polling,supabase,co_occurs_with,2
polling,superadmin,co_occurs_with,2
polling,user_role,co_occurs_with,2
polling,websocket,co_occurs_with,2
postgresql,postgrest,co_occurs_with,2
postgresql,rls_policy,co_occurs_with,2
postgresql,row_level_security,co_occurs_with,2
postgresql,schema,co_occurs_with,2
postgresql,student,co_occurs_with,2
postgresql,superadmin,co_occurs_with,2
postgresql,user,co_occurs_with,2
postgresql,user_role,co_occurs_with,2
postgresql,websocket,co_occurs_with,2
postgrest,request,co_occurs_with,2
postgrest,review,co_occurs_with,2
postgrest,rls_policy,co_occurs_with,2
postgrest,row_level_security,co_occurs_with,2
postgrest,schema,co_occurs_with,2
postgrest,student,co_occurs_with,2
postgrest,supabase,co_occurs_with,2
postgrest,superadmin,co_occurs_with,2
postgrest,user_role,co_occurs_with,2
postgrest,websocket,co_occurs_with,2
relationship,schema,co_occurs_with,2
relationship,service,co_occurs_with,2
request,service,co_occurs_with,2
request,superadmin,co_occurs_with,2
request,user_role,co_occurs_with,2
request,websocket,co_occurs_with,2
review,team,co_occurs_with,2
review,top,co_occurs_with,2
review,user_role,co_occurs_with,2
review,websocket,co_occurs_with,2
rls_policy,service,co_occurs_with,2
rls_policy,superadmin,co_occurs_with,2
rls_policy,user,co_occurs_with,2
rls_policy,websocket,co_occurs_with,2
role_base_access,schema,co_occurs_with,2
role_base_access,supabase,co_occurs_with,2
role_base_access,superadmin,co_occurs_with,2
row_level_security,service,co_occurs_with,2
row_level_security,superadmin,co_occurs_with,2
row_level_security,user,co_occurs_with,2
row_level_security,user_role,co_occurs_with,2
row_level_security,websocket,co_occurs_with,2
schema,user_role,co_occurs_with,2
schema,websocket,co_occurs_with,2
service,team,co_occurs_with,2
student,team,co_occurs_with,2
student,top,co_occurs_with,2
student,websocket,co_occurs_with,2
supabase,user_role,co_occurs_with,2
supabase,websocket,co_occurs_with,2
superadmin,user_role,co_occurs_with,2
superadmin,websocket,co_occurs_with,2
top,user_authentication,co_occurs_with,2
top,user_role,co_occurs_with,2
user,user_authentication,co_occurs_with,2
user,user_role,co_occurs_with,2
user_role,websocket,co_occurs_with,2
admin,column_type_description,co_occurs_with,2
admin,foreign_key,co_occurs_with,2
admin,primary_key,co_occurs_with,2
application,password,co_occurs_with,2
clerk,password,co_occurs_with,2
column_type_description,record,co_occurs_with,2
foreign_key,record,co_occurs_with,2
foreign_key,review,co_occurs_with,2
foreign_key,role,co_occurs_with,2
merchant,record,co_occurs_with,2
password,review,co_occurs_with,2
password,role,co_occurs_with,2
platform,record,co_occurs_with,2
primary_key,record,co_occurs_with,2
primary_key,role,co_occurs_with,2
primary_key,student,co_occurs_with,2
record,user,co_occurs_with,2
appuser,merchant,co_occurs_with,2
appuserid,appusersid,co_occurs_with,2
appuserid,column_type_description,co_occurs_with,2
appuserid,constraint_appuserid,co_occurs_with,2
appuserid,phone,co_occurs_with,2
appuserid,platform,co_occurs_with,2
appuserid,strict_relationship,co_occurs_with,2
appusersid,constraint_appuserid,co_occurs_with,2
appusersid,platform,co_occurs_with,2
appusersid,primary_key,co_occurs_with,2
appusersid,relationship,co_occurs_with,2
appusersid,user,co_occurs_with,2
belong,column_type_description,co_occurs_with,2
belong,foreign_key,co_occurs_with,2
belong,primary_key,co_occurs_with,2
belong,user,co_occurs_with,2
column_type_description,constraint_appuserid,co_occurs_with,2
column_type_description,relationship,co_occurs_with,2
constraint_appuserid,foreign_key,co_occurs_with,2
constraint_appuserid,merchant,co_occurs_with,2
constraint_appuserid,primary_key,co_occurs_with,2
foreign_key,relationship,co_occurs_with,2
merchant,phone,co_occurs_with,2
phone,primary_key,co_occurs_with,2
strict_relationship,user,co_occurs_with,2
approvedbyappuserid,appusersid,co_occurs_with,2
approvedbyappuserid,column_type_description,co_occurs_with,2
